This file was created by CMPT_ME_PRIOR_RETS using the 202208 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
194508,   5.34,   7.94,   5.12,   7.35,   7.62,   5.34
194509,   6.31,   7.06,   6.05,   5.33,   5.95,   7.48
194510,   8.51,   9.24,   6.88,   4.67,   4.78,   5.36
194511,  10.10,  11.44,  11.91,   5.54,   7.34,  11.00
194512,   3.39,   3.02,   2.69,   0.44,   2.11,   4.08
194601,   8.40,  12.88,  12.83,   6.12,   7.22,   9.16
194602,  -4.67,  -7.03,  -7.61,  -6.01,  -6.65,  -6.89
194603,   3.50,   4.90,   5.03,   6.16,   6.89,   8.90
194604,   2.96,   6.48,   7.51,   3.52,   4.92,   5.83
194605,   6.21,   6.82,   4.81,   4.97,   5.84,   4.54
194606,  -4.03,  -4.39,  -6.00,  -3.99,  -5.06,  -6.09
194607,  -5.21,  -5.08,  -4.31,  -3.33,  -3.73,  -3.21
194608,  -8.29,  -7.39,  -9.22,  -6.55,  -6.78,  -6.90
194609, -16.99, -14.59, -14.49, -13.20, -10.70, -11.39
194610,  -1.18,  -1.51,  -1.06,  -2.23,  -0.34,  -1.27
194611,  -0.89,   0.44,  -1.01,  -1.14,   0.60,  -0.05
194612,   4.04,   3.72,   4.17,   4.57,   5.91,   5.46
194701,   7.09,   3.70,   3.01,   5.65,   1.64,  -1.40
194702,  -0.49,  -0.19,   0.81,  -1.49,  -0.53,  -1.37
194703,  -5.50,  -3.07,  -1.82,  -4.18,  -1.96,  -1.32
194704, -12.34,  -8.38,  -6.47,  -9.38,  -6.62,  -5.66
194705,  -6.92,  -4.09,  -3.34,  -4.09,  -2.60,  -1.85
194706,   6.64,   6.47,   2.88,   5.52,   5.82,   5.66
194707,   7.63,   5.93,   6.28,   8.82,   5.57,   4.77
194708,  -3.53,  -1.11,   0.99,  -3.82,  -1.70,  -0.79
194709,   0.33,   1.30,   2.35,   0.28,  -0.31,   0.83
194710,   4.03,   3.40,   4.20,   2.54,   2.94,   3.18
194711,  -5.83,  -2.52,  -1.12,  -4.72,  -2.75,  -0.46
194712,  -0.20,   1.90,   4.32,   0.11,   2.69,   4.97
194801,   2.40,  -1.43,  -2.93,  -1.12,  -3.01,  -4.26
194802,  -7.75,  -5.57,  -7.03,  -6.88,  -4.66,  -4.95
194803,   9.29,   8.89,   9.89,  11.94,   8.28,  11.02
194804,   2.15,   4.15,   5.21,   2.29,   2.95,   6.44
194805,   9.91,   9.64,   9.20,   6.87,   7.23,   9.20
194806,  -3.94,  -2.31,   2.60,  -3.29,  -0.83,   0.10
194807,  -5.50,  -4.90,  -6.15,  -4.49,  -5.34,  -5.52
194808,  -1.60,  -0.58,  -0.14,   1.14,   0.22,   0.34
194809,  -5.29,  -3.67,  -5.42,  -4.30,  -3.30,  -4.35
194810,   4.14,   4.88,   6.70,   5.63,   5.07,   6.19
194811, -12.99,  -8.42, -11.92, -11.35,  -9.42, -10.51
194812,  -2.26,  -0.94,   3.29,   1.20,   2.63,   4.19
194901,   4.68,   2.28,   1.38,   1.73,   1.46,  -0.53
194902,  -5.48,  -5.21,  -5.45,  -3.52,  -2.13,  -3.34
194903,   7.44,   6.00,   7.36,   6.73,   4.60,   4.85
194904,  -4.57,  -2.78,  -1.69,  -5.46,  -3.48,  -1.32
194905,  -7.82,  -4.68,  -4.27,  -4.38,  -2.65,  -2.01
194906,  -0.77,  -1.79,  -1.30,   0.26,  -0.87,   0.10
194907,   6.99,   6.10,   6.31,   7.24,   6.48,   4.96
194908,   1.65,   3.10,   3.68,   2.75,   2.53,   2.14
194909,   5.97,   3.42,   4.60,   4.88,   3.45,   3.82
194910,   5.90,   4.28,   4.22,   2.01,   2.89,   3.12
194911,  -0.81,   0.42,   0.15,   0.30,   1.58,   2.93
194912,   8.93,   7.24,   7.66,   7.60,   5.60,   6.15
195001,   7.45,   4.32,   4.02,   4.16,   1.88,   2.60
195002,   2.22,   0.37,   3.14,  -0.40,   1.51,   2.43
195003,  -1.85,  -1.10,   0.41,   0.10,   0.24,   1.13
195004,   7.58,   4.99,   4.26,   3.89,   3.66,   4.31
195005,   3.28,   3.13,   2.76,   2.94,   3.49,   3.92
195006,  -6.90,  -7.75,  -9.77,  -6.47,  -6.10,  -8.36
195007,   5.98,   7.78,   8.52,   3.46,   3.59,   1.99
195008,   5.25,   4.58,   6.99,   3.05,   4.50,   6.05
195009,   5.77,   4.68,   4.81,   6.56,   5.37,   6.00
195010,  -0.97,  -0.08,   0.83,  -1.56,  -0.56,  -0.40
195011,   0.94,   2.83,   4.94,   0.42,   4.51,   5.82
195012,   8.20,   9.91,  13.01,   4.00,   7.01,   9.32
195101,   8.69,   8.05,   9.02,   6.48,   6.03,   7.35
195102,   1.55,   0.71,   0.96,   2.76,   0.93,   0.32
195103,  -2.43,  -3.38,  -5.98,  -1.31,  -3.05,  -4.56
195104,   1.48,   4.01,   5.58,   1.10,   4.75,   7.45
195105,  -3.51,  -2.71,  -3.31,  -1.00,  -2.41,  -2.09
195106,  -3.95,  -5.18,  -7.17,  -1.99,  -3.67,  -5.48
195107,   2.32,   4.67,   8.99,   4.19,   6.75,  11.23
195108,   5.10,   5.00,   7.04,   4.21,   4.14,   3.48
195109,   2.27,   2.32,   3.38,   0.80,   2.40,   2.33
195110,  -2.36,  -2.56,  -2.17,  -1.46,  -2.76,  -2.82
195111,  -0.63,   0.39,   0.78,   1.13,   1.52,   1.28
195112,   0.12,   0.43,   1.42,   1.83,   2.31,   3.01
195201,   1.18,   1.86,   2.37,   0.45,   1.73,   2.28
195202,  -2.24,  -1.21,  -2.59,  -3.00,  -1.30,  -2.65
195203,   1.40,   2.18,   3.30,   3.64,   3.12,   4.26
195204,  -4.28,  -3.94,  -5.46,  -4.17,  -3.61,  -5.70
195205,   1.16,   2.10,   2.48,   3.19,   2.79,   3.06
195206,   2.15,   3.29,   3.00,   3.10,   3.24,   3.70
195207,   0.52,   1.35,   0.92,   0.92,   1.42,   1.07
195208,  -0.17,   0.47,   0.44,  -0.32,  -0.18,  -0.17
195209,  -2.12,  -0.82,  -0.89,  -3.62,  -1.33,  -1.24
195210,  -2.59,  -1.25,   0.56,  -2.01,  -0.97,  -0.17
195211,   4.97,   5.13,   5.83,   5.97,   5.54,   6.42
195212,   0.83,   2.14,   2.84,   1.53,   3.12,   2.95
195301,   4.88,   3.75,   3.86,  -0.57,   0.90,   1.26
195302,   1.86,   1.87,   2.93,  -0.40,   0.24,   0.80
195303,  -1.60,  -1.10,  -1.55,  -0.69,  -0.37,  -1.43
195304,  -2.69,  -1.90,  -1.71,  -4.14,  -1.85,  -2.16
195305,  -0.12,   0.93,   1.26,  -0.27,   0.50,   1.43
195306,  -4.45,  -3.84,  -3.28,  -2.30,  -2.46,  -2.99
195307,   1.16,   1.46,   1.54,   1.73,   2.42,   1.89
195308,  -7.28,  -5.26,  -4.41,  -5.55,  -3.90,  -4.82
195309,  -3.93,  -1.66,  -0.38,  -0.99,  -0.22,   0.79
195310,   2.69,   3.01,   3.53,   3.97,   4.50,   4.60
195311,   1.31,   1.24,   2.43,   1.35,   2.86,   3.65
195312,  -5.70,  -1.75,   0.46,  -3.86,  -0.18,   1.61
195401,  11.60,   7.39,   3.93,   9.31,   5.98,   4.32
195402,   0.60,   0.74,   1.25,   0.65,   1.62,   2.55
195403,   1.85,   1.99,   4.05,   2.24,   2.73,   4.37
195404,  -0.74,   1.54,   2.12,  -1.83,   2.89,   3.99
195405,   5.49,   3.48,   4.35,   6.73,   4.05,   3.01
195406,   0.41,   1.75,   2.04,  -1.83,   1.48,   2.28
195407,   9.21,   6.95,   8.48,   4.75,   5.97,   6.86
195408,   0.28,   0.44,   0.04,  -1.79,  -1.98,  -2.35
195409,   3.25,   4.51,   4.22,   4.43,   4.05,   6.12
195410,  -1.16,  -0.24,  -0.25,  -1.52,  -1.50,   0.44
195411,   8.79,   7.96,   8.79,   8.38,   8.87,  11.66
195412,  12.20,  10.63,  10.65,   7.72,   6.03,   6.43
195501,   1.48,   2.43,   2.04,   0.26,  -0.02,   2.32
195502,   4.21,   4.66,   5.63,   2.70,   3.39,   5.23
195503,   0.06,   0.13,   0.11,  -0.60,  -0.22,   1.24
195504,   1.98,   2.33,   2.07,   2.62,   2.75,   1.98
195505,   1.00,   0.41,   0.24,   0.22,   1.53,   1.09
195506,   1.77,   3.29,   3.85,   3.23,   4.38,   4.42
195507,   1.49,   1.32,   0.56,   1.20,   0.24,  -0.14
195508,  -0.77,   0.05,   1.11,   0.07,   1.13,   1.82
195509,  -0.07,  -0.65,   0.72,  -1.57,  -1.81,  -0.94
195510,  -2.13,  -0.63,  -1.70,  -1.76,  -1.54,  -2.55
195511,   3.57,   4.40,   6.13,   4.90,   5.86,   8.26
195512,   2.99,   1.84,   2.94,   1.97,   1.82,   2.10
195601,  -0.56,  -1.59,  -1.73,  -2.58,  -2.18,  -3.94
195602,   2.20,   2.68,   4.17,   2.86,   3.34,   4.96
195603,   2.82,   4.93,   5.32,   3.86,   5.46,   8.34
195604,   0.28,   0.02,   1.49,  -1.65,  -0.31,   2.41
195605,  -4.09,  -3.70,  -4.40,  -3.20,  -3.34,  -5.37
195606,   0.28,   0.91,   2.48,   1.82,   2.44,   5.02
195607,   1.99,   2.87,   4.62,   3.44,   4.84,   5.70
195608,  -1.63,  -0.63,  -1.35,  -1.86,  -1.78,  -3.38
195609,  -3.62,  -2.01,  -2.44,  -3.19,  -4.06,  -5.46
195610,  -1.09,   1.16,   2.09,  -0.07,   0.62,   1.89
195611,  -0.77,   0.57,   1.82,  -1.29,   0.42,   2.48
195612,  -0.21,   1.11,   5.26,   1.17,   2.38,   4.62
195701,   3.93,   1.36,   0.52,   0.16,  -0.78,  -3.47
195702,  -3.37,  -2.03,  -2.22,  -2.10,  -1.15,  -2.89
195703,   1.65,   2.89,   1.56,   2.02,   2.25,   2.79
195704,   1.93,   1.65,   2.27,   1.98,   3.01,   4.59
195705,   1.41,   1.54,   0.97,   3.30,   2.39,   3.45
195706,  -1.00,   0.37,   0.26,  -0.63,  -2.12,  -0.71
195707,   0.63,   0.76,  -0.08,   0.03,   0.95,   0.06
195708,  -5.95,  -3.05,  -4.70,  -6.44,  -3.80,  -5.96
195709,  -6.80,  -4.40,  -4.84,  -6.33,  -4.54,  -5.12
195710, -10.13,  -5.96,  -7.59,  -6.24,  -4.52,  -4.16
195711,   0.17,   0.42,   2.12,   2.45,   2.11,   5.49
195712,  -9.56,  -4.45,  -2.17,  -9.10,  -3.44,  -0.49
195801,  18.94,  11.37,   7.60,  11.23,   8.59,   5.19
195802,  -3.76,  -0.20,   0.95,  -3.57,  -1.48,   1.19
195803,   4.88,   2.53,   4.13,   4.38,   2.69,   3.73
195804,   3.46,   2.51,   4.34,   2.16,   2.77,   3.67
195805,   4.85,   3.96,   4.04,   4.16,   3.55,   2.72
195806,   4.71,   2.92,   2.64,   3.87,   2.66,   2.67
195807,   7.70,   5.21,   3.98,   9.02,   5.81,   2.01
195808,   2.79,   3.75,   4.68,   2.26,   3.08,   1.69
195809,   6.90,   5.92,   4.70,   5.33,   4.11,   4.56
195810,   2.42,   2.62,   5.28,   0.47,   2.98,   5.32
195811,   3.93,   4.59,   5.53,   3.21,   3.21,   5.14
195812,   4.34,   3.26,   3.01,   4.50,   4.03,   4.25
195901,   5.70,   7.78,   4.99,   2.40,   2.20,   1.96
195902,   1.70,   3.53,   3.99,   1.40,   1.88,   4.76
195903,   0.70,   2.46,   1.84,   0.03,   0.33,   1.88
195904,   0.91,   1.87,   3.65,   1.16,   2.52,   6.43
195905,   0.58,   0.55,   0.57,   0.23,   1.56,   1.12
195906,  -1.39,   0.48,   1.20,  -0.63,   0.04,   3.63
195907,   2.72,   2.33,   4.38,   2.83,   3.25,   3.04
195908,  -0.71,  -1.05,  -2.79,  -1.56,  -0.66,  -2.20
195909,  -4.13,  -3.94,  -4.67,  -5.64,  -4.54,  -4.34
195910,   0.35,   1.13,   4.25,   0.35,   1.17,   5.65
195911,  -0.05,   1.89,   2.05,   1.40,   1.09,   2.98
195912,   1.44,   2.67,   3.39,   1.45,   2.04,   2.15
196001,  -0.47,  -1.64,  -4.59,  -4.51,  -4.94,  -7.44
196002,  -0.22,   0.72,   1.51,  -1.59,   1.42,   2.76
196003,  -4.28,  -3.11,  -1.72,  -2.31,  -1.27,  -2.23
196004,  -4.45,  -2.24,  -1.11,  -2.79,  -0.77,  -0.83
196005,  -0.07,   1.24,   3.81,   1.13,   2.16,   5.09
196006,   0.88,   1.71,   2.84,   1.49,   2.36,   3.75
196007,  -1.93,  -0.90,  -2.42,  -1.52,  -1.70,  -2.69
196008,   4.93,   3.31,   5.66,   2.65,   2.96,   4.15
196009,  -8.61,  -5.21,  -4.95,  -5.56,  -5.36,  -6.15
196010,  -4.79,  -2.09,  -3.20,  -2.14,  -0.82,  -1.11
196011,   2.68,   2.81,   6.08,   4.24,   5.30,   6.82
196012,   2.57,   3.32,   3.09,   4.98,   4.08,   4.89
196101,  12.80,   7.42,   6.28,   9.33,   7.36,   5.37
196102,   6.57,   6.34,   8.63,   5.56,   4.48,   5.70
196103,   4.77,   6.13,   9.57,   3.22,   2.59,   4.68
196104,  -0.17,   1.97,   3.71,  -3.15,   0.29,   1.28
196105,   5.83,   4.04,   4.17,   4.79,   3.89,   3.09
196106,  -5.49,  -3.89,  -5.56,  -4.21,  -3.16,  -3.16
196107,   0.15,   0.58,   0.72,   1.55,   2.52,   1.27
196108,   0.77,   1.09,   1.92,   2.19,   3.08,   3.95
196109,  -4.31,  -2.63,  -2.66,  -3.91,  -1.37,  -2.61
196110,   0.07,   2.43,   3.69,   1.03,   2.48,   3.55
196111,   4.15,   5.01,   6.82,   3.64,   3.49,   5.59
196112,   0.46,  -0.11,   0.16,   1.12,  -0.43,  -2.65
196201,   2.36,   2.18,  -1.14,  -2.46,  -2.00,  -3.57
196202,   1.44,   2.31,   0.53,   0.37,   2.23,   1.33
196203,  -1.95,  -0.22,   0.42,  -1.97,  -0.03,  -0.21
196204,  -8.30,  -6.18,  -6.99,  -8.01,  -5.90,  -5.67
196205, -11.38,  -8.85, -10.46,  -9.57,  -8.56, -10.18
196206, -11.54,  -6.71,  -6.62, -12.68,  -8.27,  -5.69
196207,   7.68,   6.61,   6.82,   5.68,   5.24,   6.21
196208,   3.74,   3.54,   2.26,   3.05,   2.08,   2.35
196209,  -8.96,  -5.98,  -5.12,  -7.69,  -5.03,  -3.66
196210,  -4.85,  -2.95,  -3.12,  -1.23,  -0.15,  -0.78
196211,  19.86,  13.43,  10.98,  17.46,  12.15,   9.58
196212,  -5.79,  -1.71,   1.04,  -1.73,   0.60,   2.22
196301,  11.62,   9.21,   8.31,   6.68,   5.68,   5.50
196302,  -2.82,  -0.40,   1.02,  -3.60,  -1.73,  -0.90
196303,   0.76,   1.86,   2.37,   1.33,   2.64,   2.89
196304,   2.89,   3.77,   3.87,   4.16,   4.07,   4.63
196305,   3.71,   4.06,   5.30,   2.18,   2.24,   2.86
196306,  -1.74,  -1.94,  -1.04,  -2.43,  -1.58,  -0.99
196307,  -1.07,  -0.93,  -0.77,  -2.33,  -0.68,  -0.47
196308,   2.69,   3.38,   5.93,   5.46,   5.15,   6.56
196309,  -0.83,  -0.16,  -0.63,  -2.91,  -1.41,  -2.83
196310,   0.34,   1.46,   3.25,   0.88,   0.93,   2.61
196311,  -2.91,  -1.08,  -1.57,   0.01,  -0.70,  -0.59
196312,  -3.24,  -0.08,  -0.23,  -0.23,   2.09,   2.63
196401,   5.34,   3.59,   3.40,  -0.31,   1.57,   2.52
196402,   2.93,   2.32,   2.85,   2.10,   1.87,   3.13
196403,   2.27,   3.79,   3.16,   1.71,   2.19,   3.46
196404,   0.36,   0.27,   0.07,  -0.74,   0.04,  -0.59
196405,  -0.92,   0.88,   1.50,   0.89,   1.51,   2.30
196406,   0.15,   1.21,   1.14,   1.95,   1.81,   1.27
196407,   2.85,   3.55,   3.46,   2.45,   2.97,   1.87
196408,  -0.47,  -0.22,  -0.69,  -0.12,  -0.74,  -1.34
196409,   4.37,   3.16,   4.44,   3.69,   3.05,   4.13
196410,   1.11,   2.72,   3.00,   1.48,   0.96,   2.01
196411,  -1.55,   1.29,   0.22,   0.12,   0.67,  -0.26
196412,  -2.59,  -1.23,  -1.82,   0.19,  -0.16,  -0.99
196501,  10.04,   7.12,   7.46,   4.81,   4.93,   5.17
196502,   3.64,   3.87,   3.79,   2.73,   1.81,   3.34
196503,   2.63,   1.05,   2.84,  -0.95,  -0.39,   0.17
196504,   3.86,   4.62,   5.44,   2.20,   2.57,   4.75
196505,  -1.19,  -0.75,   0.18,  -1.51,  -0.57,   0.09
196506,  -8.55,  -7.92, -10.54,  -5.65,  -6.08,  -8.62
196507,   1.63,   3.02,   4.38,   0.92,   1.95,   5.66
196508,   3.91,   3.39,   5.26,   3.79,   2.97,   5.94
196509,   1.22,   2.91,   4.12,   1.62,   2.34,   4.89
196510,   6.27,   6.71,   8.07,   3.12,   2.54,   5.64
196511,   4.28,   6.57,   7.09,   0.36,   0.96,   6.61
196512,   5.23,   5.39,   4.95,   2.72,   1.12,   2.62
196601,   9.21,   6.89,   8.93,  -0.12,   2.39,   5.02
196602,   3.49,   3.45,   6.86,  -2.67,  -0.60,   3.35
196603,  -0.40,  -0.63,  -0.20,  -2.16,  -2.07,  -0.95
196604,   0.87,   5.36,   8.81,   0.62,   3.15,   5.05
196605,  -7.97,  -7.89, -13.04,  -3.80,  -5.99,  -9.30
196606,  -1.42,  -0.98,   0.31,  -2.04,  -1.06,   2.17
196607,  -1.71,  -1.39,  -1.98,  -0.34,  -1.65,  -1.80
196608, -11.12,  -9.74, -12.06,  -7.16,  -8.12,  -9.53
196609,  -1.91,  -1.71,  -2.49,  -0.24,  -1.07,  -2.12
196610,  -3.48,  -1.41,  -4.90,   7.07,   4.01,  -1.91
196611,   4.35,   2.75,   5.48,   0.54,   1.73,   8.55
196612,   0.13,   1.62,   3.04,   3.45,   1.42,   1.63
196701,  26.22,  17.30,  16.47,  14.81,   9.13,   9.27
196702,   5.88,   5.06,   7.03,  -0.12,   0.68,   1.57
196703,   5.11,   6.70,   8.31,   4.33,   4.71,   5.57
196704,   3.04,   4.33,   5.94,   3.91,   2.99,   5.15
196705,   0.27,  -0.18,  -0.07,  -2.12,  -2.42,  -2.56
196706,   7.94,   9.16,  15.23,   1.58,   2.74,   5.91
196707,  10.95,   9.73,   9.20,   5.93,   4.74,   6.04
196708,   2.51,   1.56,   0.03,  -0.01,   0.34,  -0.96
196709,   6.21,   7.48,   9.33,   1.77,   2.76,   4.08
196710,  -2.36,  -1.35,  -0.19,  -5.23,  -5.13,  -1.04
196711,  -0.11,  -0.61,  -0.35,   0.40,   1.15,   1.78
196712,   5.59,   8.33,  12.70,   3.62,   3.43,   4.65
196801,   5.11,   5.29,   5.06,  -1.63,  -2.66,  -6.29
196802,  -4.47,  -4.96,  -7.90,  -2.20,  -3.27,  -7.24
196803,  -2.18,  -1.74,  -1.13,  -1.23,   0.29,   2.53
196804,  13.27,  12.72,  18.54,   8.48,   9.77,  15.10
196805,   9.53,   9.59,  14.56,   2.72,   3.73,   5.76
196806,   2.21,   2.47,   0.87,   2.73,   1.68,   0.04
196807,  -4.01,  -1.80,  -2.07,  -2.84,  -3.24,  -4.61
196808,   1.73,   4.11,   6.01,   1.34,   1.83,   3.48
196809,   7.24,   6.13,   8.52,   6.92,   3.92,   7.61
196810,   0.71,   1.60,   0.10,   1.56,   1.48,   0.46
196811,   7.06,   7.57,   7.38,   8.03,   6.20,   7.81
196812,   0.82,   2.90,   2.06,  -3.22,  -1.80,  -4.00
196901,   0.34,  -0.44,  -0.28,  -0.99,  -0.53,  -1.46
196902,  -9.49,  -8.09, -10.37,  -5.62,  -6.50,  -7.99
196903,  -0.61,   0.89,   4.14,   0.51,   1.61,   4.60
196904,  -1.04,  -0.03,   0.15,   0.99,   1.23,   3.51
196905,  -0.30,   0.32,   1.42,  -1.16,   0.39,   1.09
196906, -13.29, -11.71, -13.20,  -9.53,  -7.11,  -9.06
196907, -11.96,  -8.87, -10.76,  -9.37,  -5.51,  -6.81
196908,   4.80,   3.79,   6.48,   4.84,   3.67,   7.72
196909,  -3.80,  -2.29,  -1.65,  -4.25,  -2.05,  -1.15
196910,  13.06,   7.65,   7.90,   9.62,   6.87,   6.18
196911,  -8.22,  -5.85,  -3.77,  -5.88,  -4.44,  -2.10
196912, -11.57,  -8.16,  -4.93,  -5.38,  -2.85,  -0.21
197001,  -0.34,  -3.09,  -6.29,  -8.76,  -7.40,  -6.96
197002,   3.40,   3.29,   3.97,   3.92,   7.10,   6.22
197003,  -3.09,  -2.04,  -3.89,  -1.67,   1.48,  -2.26
197004, -19.39, -14.49, -19.78, -13.10, -10.81, -12.92
197005,  -8.78,  -9.71, -10.70,  -7.17,  -8.51,  -8.61
197006, -10.99,  -6.50,  -3.54, -11.05,  -6.19,  -2.44
197007,   4.47,   5.92,   6.11,   9.59,   8.92,   5.83
197008,   8.23,   5.43,   3.26,  11.01,   6.12,   3.42
197009,  19.78,  10.85,   9.11,  13.71,   5.52,   4.06
197010, -11.41,  -2.95,  -0.47,  -9.53,  -3.08,  -0.78
197011,  -3.78,   0.25,   2.61,   3.90,   4.76,   5.70
197012,   7.91,   9.48,   9.03,   8.44,   8.90,   5.67
197101,  21.08,  13.33,  10.24,  11.19,   6.86,   4.58
197102,   6.92,   4.13,   5.64,   1.36,   2.20,   1.37
197103,   5.49,   6.60,   6.90,   6.69,   3.58,   4.97
197104,   1.79,   2.58,   2.57,   4.04,   2.73,   4.92
197105,  -6.55,  -5.85,  -5.20,  -3.77,  -3.20,  -2.80
197106,  -4.41,  -2.90,  -0.48,  -0.07,  -0.11,   1.28
197107,  -5.66,  -5.26,  -7.28,  -3.39,  -3.75,  -5.98
197108,   1.72,   4.46,   6.03,   1.20,   5.48,   7.31
197109,  -2.81,  -0.48,   1.53,  -2.15,  -0.80,   0.42
197110,  -6.92,  -5.92,  -5.91,  -5.92,  -3.68,  -4.98
197111,  -5.26,  -3.94,  -3.18,  -2.30,  -0.87,  -0.64
197112,  13.26,  11.94,  12.91,  10.76,   9.37,  10.38
197201,  16.70,  11.79,  11.91,   2.03,   2.39,   4.35
197202,   3.92,   5.21,   5.22,   2.37,   2.12,   5.29
197203,  -1.49,   0.58,   0.46,  -0.68,   0.47,   1.39
197204,  -1.76,   0.88,   2.34,  -0.18,   0.14,   1.19
197205,  -4.12,  -2.49,  -2.16,  -1.54,  -0.79,   3.37
197206,  -4.34,  -3.32,  -3.41,  -3.94,  -2.41,  -2.39
197207,  -4.13,  -2.66,  -3.41,  -3.16,  -1.59,  -1.41
197208,   0.81,   0.79,  -0.62,   6.95,   3.67,   1.36
197209,  -4.46,  -3.10,  -3.30,  -3.39,  -1.78,  -1.66
197210,  -2.80,  -1.49,  -2.14,  -0.77,   1.58,   0.02
197211,   4.81,   4.50,   4.06,  10.38,   7.23,   3.63
197212,  -5.16,  -2.04,  -0.25,  -3.16,  -0.89,   1.45
197301,  -3.23,  -2.32,  -4.24,  -8.85,  -5.71,  -4.09
197302,  -8.36,  -6.76,  -9.64,  -9.43,  -4.92,  -5.33
197303,  -4.09,  -2.69,  -0.63,  -2.46,  -2.92,  -0.60
197304,  -9.81,  -6.09,  -4.67, -11.17,  -6.14,  -3.99
197305, -11.51,  -9.17,  -6.18, -10.52,  -5.16,  -2.07
197306,  -5.13,  -2.62,  -1.43,  -6.36,  -2.88,  -0.97
197307,  17.39,  11.53,   8.98,  16.01,  10.35,   4.63
197308,  -8.03,  -4.59,  -2.75,  -4.79,  -2.48,  -1.09
197309,   8.73,   8.73,   8.55,  13.02,  11.37,   7.45
197310,  -1.82,   1.87,   3.52,  -5.07,  -1.50,   2.15
197311, -22.45, -17.19, -16.64, -21.40, -15.13, -12.72
197312,  -9.96,  -4.19,   2.63,  -2.68,  -0.20,   5.52
197401,  22.16,  13.11,   9.00,   6.29,   4.31,   0.72
197402,   0.41,   1.40,   0.86,   0.93,   0.08,   0.62
197403,   3.16,   1.36,  -0.27,  -1.26,  -2.37,  -3.65
197404,  -6.11,  -4.78,  -4.31,  -7.71,  -6.10,  -4.83
197405,  -8.37,  -6.71,  -7.14,  -5.44,  -5.59,  -7.30
197406,  -3.87,  -2.94,  -1.89,  -5.12,  -3.92,  -1.77
197407,  -6.14,  -4.88,  -4.79,  -6.34,  -5.70,  -3.72
197408,  -9.20,  -7.61,  -5.90, -11.53, -10.18,  -8.30
197409,  -9.34,  -7.14,  -6.50, -10.30,  -8.53,  -7.98
197410,   7.37,   6.66,   8.56,  18.54,  14.92,  15.83
197411,  -7.30,  -5.50,  -3.40,  -4.15,  -3.24,  -1.53
197412, -10.42,  -8.41,  -6.81,  -5.41,  -3.36,  -3.20
197501,  42.57,  30.91,  22.62,  26.00,  19.07,  14.12
197502,   6.29,   5.87,   5.55,   6.57,   4.32,   4.39
197503,  13.01,   6.26,   7.10,   5.61,   3.81,   5.87
197504,   2.46,   2.39,   5.53,   5.01,   4.36,   5.13
197505,   8.64,   6.62,   8.58,   7.10,   5.90,   5.65
197506,   8.29,   7.34,   6.82,   5.73,   6.87,   5.92
197507,   1.23,  -0.60,  -0.90,  -6.06,  -5.53,  -5.51
197508,  -4.89,  -5.50,  -5.81,  -3.83,  -3.09,  -2.31
197509,  -3.50,  -3.39,  -4.03,  -5.24,  -3.59,  -3.86
197510,  -0.11,   1.72,   1.73,   4.48,   5.06,   6.27
197511,   0.85,   2.04,   2.41,   3.94,   3.44,   3.02
197512,   0.24,  -0.62,  -1.33,  -0.10,  -0.32,  -1.48
197601,  18.08,  21.73,  22.79,  12.51,  14.92,  15.88
197602,  14.66,  11.09,  11.73,   2.65,   2.09,   2.90
197603,   2.09,   1.88,   2.62,   0.96,   2.22,   1.82
197604,   0.05,  -0.38,  -1.11,  -1.68,  -0.46,  -1.15
197605,  -0.84,  -1.71,  -3.72,  -1.21,  -0.75,  -2.20
197606,   2.21,   2.05,   2.82,   5.48,   5.44,   5.31
197607,   0.41,   0.61,   0.46,  -0.21,   0.35,  -1.92
197608,  -2.40,  -1.08,  -1.76,  -0.92,   0.49,  -2.03
197609,   1.04,   2.16,   2.29,   2.30,   2.19,   2.35
197610,  -2.14,  -2.10,  -1.96,  -2.27,  -1.79,  -2.89
197611,   1.52,   3.27,   3.43,   1.46,   2.41,   3.69
197612,  11.93,   9.55,  10.04,   7.18,   7.20,   7.47
197701,   4.89,   5.14,   4.82,  -4.79,  -2.62,  -0.56
197702,   0.48,   0.86,   1.12,  -2.34,  -2.09,  -1.85
197703,   1.41,   0.83,   1.64,  -1.27,   0.27,   0.10
197704,   0.79,   1.76,   2.65,  -0.50,   1.67,   3.35
197705,   0.26,   1.10,   0.51,  -1.89,  -0.39,  -0.12
197706,   4.58,   5.24,   6.38,   5.21,   4.92,   6.53
197707,   2.16,   1.50,   1.48,  -1.91,  -1.20,  -1.44
197708,  -0.46,  -0.37,   0.35,  -0.32,  -1.98,  -2.15
197709,   0.86,   1.69,   1.79,  -0.72,   0.30,   1.32
197710,  -2.11,  -1.57,  -2.31,  -3.66,  -3.27,  -3.75
197711,   6.52,   6.53,   8.72,   5.51,   5.44,   7.31
197712,   1.36,   1.93,   2.92,   0.36,   0.62,   1.60
197801,   1.66,  -0.44,  -1.15,  -4.94,  -5.43,  -6.43
